tail_type,contamination,overlap,nuisance,learner,estimator,clip_quantile,mean_theta_hat,bias,sd,rmse,coverage,mean_ci_length,mean_share_top1pct,mean_share_top0_5pct,mean_share_top0_1pct,mean_max_abs_score,mean_p99_abs_score,reps
normal,0.05,weak,nonlinear,lasso,score_clipped_dml,0.99,0.6908648085149461,-0.3091351914850539,0.08085398364808775,0.3193292751265234,0.0,0.36982903433872655,0.17829471867378424,0.08928799843878911,0.017857599687757825,95.57181676094768,94.25160323678783,50
normal,0.05,weak,nonlinear,lasso,score_clipped_dml,0.995,0.6649341656048386,-0.3350658343951613,0.08262661825058724,0.34490539030520145,0.0,0.3771494146508542,0.19711557437456018,0.10080551489441739,0.0202304695697275,112.4761299787555,100.7406794777667,50
normal,0.05,weak,nonlinear,lasso,score_clipped_dml,0.999,0.6431147334035908,-0.35688526659640907,0.08736497708980981,0.3672153046253041,0.0,0.3754330444175082,0.21485631604545646,0.1173985227253107,0.024919076251587666,143.3430049734056,100.90469759800861,50
normal,0.05,weak,nonlinear,lasso,standard_dml,,0.6330397106808714,-0.36696028931912855,0.08567046186819963,0.3766331018553135,0.0,0.3733276855893584,0.22242806872991092,0.12628251871648133,0.030588988689992568,178.18587446126696,100.6827893522794,50
t3,0.0,strong,linear,lasso,covariate_winsorized_dml,,1.0009496042199313,0.0009496042199311572,0.029579853089937026,0.029297953901600764,1.0,0.11571124942321312,0.14723802047832957,0.09773303715365735,0.036920731668913326,48.86318072584566,10.84186856051537,50
t3,0.0,strong,linear,lasso,outcome_winsorized_dml,,0.8181472356923135,-0.18185276430768657,0.16621214199890563,0.24524350044650334,0.36,0.2795280569731464,0.245907107560088,0.20282970668508593,0.1246548099881435,258.08647371400366,11.691515146044642,50
t3,0.0,strong,linear,lasso,score_clipped_dml,0.95,0.9998624591588449,-0.00013754084115511934,0.028233514429988314,0.027950091731691617,0.94,0.11126153606725499,0.09326919134750307,0.04736637597150554,0.009493422334562466,11.493938103220604,10.413967148215274,50
t3,0.0,strong,linear,lasso,score_clipped_dml,0.97,1.0007473815422159,0.0007473815422157148,0.028706775026367745,0.02842808352555349,0.96,0.11046388561952825,0.11564508927264702,0.06470064172706678,0.013581979354869931,16.8913549466571,10.72479748966023,50
t3,0.0,strong,linear,lasso,score_clipped_dml,0.99,1.0007550171932402,0.0007550171932402017,0.02841469717618595,0.028139246014492855,0.96,0.11403536663581104,0.13590547469871364,0.08584584939145458,0.025466271578698362,32.53620311587743,10.742198618397277,50
t3,0.0,strong,linear,lasso,score_clipped_dml,0.995,1.0006425980158378,0.0006425980158377298,0.02885617034357894,0.028573377955181462,0.98,0.11728934902365902,0.14134686075804312,0.091494199625957,0.030839122333680368,39.8359477403183,10.774091687840805,50
t3,0.0,strong,linear,lasso,score_clipped_dml,0.999,0.9998504207363933,-0.00014957926360661844,0.028864386227064467,0.028574676032738278,0.98,0.11503054860419175,0.14695330520398708,0.0973563202401948,0.03635263232103808,47.959930075644195,10.758578777318354,50
t3,0.0,strong,linear,lasso,standard_dml,,0.9996717301392387,-0.0003282698607612855,0.029213088084508586,0.02892134482049679,0.98,0.1154205465283548,0.14726469985879054,0.0976815275711812,0.0366699809901694,48.41340531509637,10.759483698572314,50
