model,variable,coef,std_err,t_or_z,p_value,nobs
M7_material_auditor_basic,C(sector)[T.오디오물 출판 및 원판 녹음업],0.25506743600618964,0.04519781765690528,5.64335733955997,1.667657165330092e-08,3217.0
M7_material_auditor_basic,C(sector)[T.운송장비 임대업],0.12859580940598067,0.19962387405655269,0.6441905308858497,0.5194518904585086,3217.0
M7_material_auditor_basic,C(sector)[T.유리 및 유리제품 제조업],0.06979848264418538,0.04520102256029391,1.5441792838000683,0.12254490601648911,3217.0
M7_material_auditor_basic,C(sector)[T.유원지 및 기타 오락관련 서비스업],-0.07917754927359089,0.07897556293738466,-1.0025575802019464,0.31607437157512097,3217.0
M7_material_auditor_basic,C(sector)[T.육상 여객 운송업],0.13131801678036703,0.059432675448536115,2.2095255814972994,0.02713810509327322,3217.0
M7_material_auditor_basic,C(sector)[T.음·식료품 및 담배 도매업],-0.06680438141061779,0.047523509648229205,-1.4057122865105358,0.15980957704885246,3217.0
M7_material_auditor_basic,C(sector)[T.음식점업],0.10662528212110611,0.04499603691029678,2.369659406531117,0.0178044782186534,3217.0
M7_material_auditor_basic,C(sector)[T.의료용 기기 제조업],0.03936378612386636,0.06638451495088345,0.5929663891193726,0.5532036461506551,3217.0
M7_material_auditor_basic,C(sector)[T.의료용품 및 기타 의약 관련제품 제조업],0.17312503529169812,0.04793747314148055,3.6114760321376242,0.0003044592258920183,3217.0
M7_material_auditor_basic,C(sector)[T.의약품 제조업],-0.012501475574069928,0.04923163587409516,-0.2539317524617944,0.7995482836768699,3217.0
M7_material_auditor_basic,C(sector)[T.일반 목적용 기계 제조업],0.009428397835865457,0.065442949519862,0.1440704904812386,0.8854448067700114,3217.0
M7_material_auditor_basic,C(sector)[T.일반 및 생활 숙박시설 운영업],-0.10346583317122164,0.04388271789721107,-2.3577808788775436,0.018384541271525664,3217.0
M7_material_auditor_basic,C(sector)[T.일차전지 및 이차전지 제조업],0.10866469708163234,0.08581037429368263,1.2663351952029913,0.20539310148003798,3217.0
