model,variable,coef,std_err,t_or_z,p_value
M2_audit,C(sector)[T.자동차 판매업],-0.13551818999371074,0.08096762084443673,-1.6737331365346912,0.09418305831361783
M2_audit,C(sector)[T.자동차용 엔진 및 자동차 제조업],-0.21137328858178134,0.08534946359563507,-2.4765625895813055,0.013265436378560353
M2_audit,"C(sector)[T.자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업]",0.12246510489677787,0.12167526095349289,1.006491409486986,0.31417924193644853
M2_audit,C(sector)[T.전구 및 조명장치 제조업],-0.26085836025699816,0.0980428685693022,-2.6606561401516813,0.0077988557985219364
M2_audit,C(sector)[T.전기 및 통신 공사업],-0.11116325621811447,0.07969138527499164,-1.3949218705952044,0.16303940113608384
M2_audit,C(sector)[T.전기 통신업],-0.1609716911529184,0.08093151083943037,-1.9889866071114037,0.04670268125552835
M2_audit,C(sector)[T.전기업],0.26597510167149185,0.09418288976103543,2.8240278286887825,0.004742426701642669
M2_audit,"C(sector)[T.전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업]",0.14161922062269094,0.12162423301328339,1.1643997015563812,0.24426206849007936
M2_audit,C(sector)[T.전자부품 제조업],0.1372306402306238,0.1107681747714452,1.2388995351217102,0.21538270587255337
M2_audit,C(sector)[T.절연선 및 케이블 제조업],-0.02831164087958137,0.15124623438867535,-0.187189062881563,0.8515123998310818
M2_audit,C(sector)[T.제재 및 목재 가공업],0.853033164137271,0.08186915113277657,10.419469999802606,2.0207612096251971e-25
M2_audit,C(sector)[T.종합 소매업],-0.07720783403879738,0.09897897461661848,-0.7800427751232155,0.43536569772366973
M2_audit,"C(sector)[T.증기, 냉·온수 및 공기조절 공급업]",0.25540064814570396,0.08286998625416517,3.081943894166715,0.002056535956782184
M2_audit,C(sector)[T.직물직조 및 직물제품 제조업],0.36327623084636934,0.28123945509907766,1.2916972503676307,0.19646201007086928
M2_audit,C(sector)[T.초등 교육기관],-0.16546778316250152,0.07878465010028268,-2.1002540844172364,0.03570649599512535
M2_audit,"C(sector)[T.측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외]",0.10475456026793749,0.2102939580431383,0.4981339513636851,0.6183896318953142
M2_audit,C(sector)[T.컴퓨터 및 주변장치 제조업],-0.13042857889432685,0.08582503390568245,-1.5197032026536865,0.12858558632659323
M2_audit,"C(sector)[T.컴퓨터 프로그래밍, 시스템 통합 및 관리업]",0.08154948326660547,0.12290487595258837,0.6635170706983496,0.5069994501481596
M2_audit,C(sector)[T.텔레비전 방송업],0.030477339567057393,0.1546607997414208,0.19705923943244064,0.8437811801604478
M2_audit,C(sector)[T.토목 건설업],-0.0716282824700205,0.09774123128841308,-0.7328358925483662,0.46365852699330845
M2_audit,C(sector)[T.통신 및 방송 장비 제조업],0.2244243077299638,0.21374118597342634,1.0499815779906154,0.293726582615614
M2_audit,C(sector)[T.특수 목적용 기계 제조업],-0.025242923234765666,0.11183417584739049,-0.2257174342592044,0.8214211974164327
M2_audit,"C(sector)[T.펄프, 종이 및 판지 제조업]",-0.041243661614280766,0.10641225405298743,-0.38758376073627476,0.6983240883812292
M2_audit,C(sector)[T.편조원단 제조업],0.34055390014693954,0.08551358806465789,3.982453641045239,6.82074321833604e-05
M2_audit,C(sector)[T.플라스틱제품 제조업],-0.03666088193024466,0.08845902790637296,-0.41443912281115464,0.6785525421084742
M2_audit,C(sector)[T.합성고무 및 플라스틱 물질 제조업],0.799542387799447,0.0774631535168972,10.321583249577376,5.62872268962755e-25
M2_audit,C(sector)[T.항공 여객 운송업],0.10695746282443985,0.19129998331291656,0.5591085841836458,0.5760876166243493
M2_audit,"C(sector)[T.항공기,우주선 및 부품 제조업]",0.5351706615618017,0.22051917100771484,2.426866830290591,0.015229845020555683
M2_audit,C(sector)[T.해상 운송업],0.16273701278692893,0.12718690686214348,1.279510735828475,0.20071726148851377
M2_audit,C(sector)[T.화학섬유 제조업],0.1672390523637796,0.173657693239161,0.963038545798592,0.33552817984090944
M2_audit,LogAssets_w,0.010650381248437604,0.012791430065305287,0.832618494887844,0.4050599248564173
M2_audit,Leverage_w,0.12459554100497497,0.08982000671525582,1.3871691348227495,0.16539019474629268
M2_audit,ROA_w,-0.3139278572809214,0.28202008751998436,-1.1131400604883366,0.26564828074323044
M2_audit,Loss,0.022353094339252956,0.041096380373425154,0.5439188107599743,0.5864973438473966
M2_audit,NonAuditFeeRatio_w,-0.03655361972380024,0.05625924824603756,-0.6497353033218813,0.5158632157407803
M2_audit,LogAuditFee_w,-0.0026755124553271233,0.002708711936160715,-0.9877434435200046,0.3232783122646702
M2_audit,Big4Auditor,0.026960511624861745,0.031100901703923274,0.8668723460664411,0.386011957018881
M2_audit,CleanOpinion,-0.07479013988986284,0.05128374552988906,-1.458359546813402,0.1447414648677508
